species_latin,recording_id,segment_index,start_s,duration_s,segment_path,spectrogram_path,visual_qc,qc_reason,reviewed_by,notes,auto_qc,auto_reason,auto_score,active_pixel_ratio,contrast_stddev,mean_luminance,audio_band_tag,audio_band_reason,dominant_freq_hz,low_band_ratio,mid_band_ratio,high_band_ratio,species_audio_median_hz,species_audio_mean_hz,species_audio_min_hz,species_audio_max_hz,species_audio_count,species_audio_status,species_audio_threshold_hz
Gryllus campestris,967459,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg002_start006.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1214,24.8405,99.0760,audible,low_frequency_dominant,5178.0000,0.7663,0.2245,0.0092,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1206,24.7353,99.3474,audible,low_frequency_dominant,5176.0000,0.7719,0.2173,0.0108,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg004_start012.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1131,23.5012,97.8590,audible,low_frequency_dominant,5168.0000,0.7654,0.2249,0.0097,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg005_start015.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1121,23.8461,100.8137,audible,low_frequency_dominant,5110.5000,0.7551,0.2335,0.0113,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg006_start018.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1182,24.7463,98.4827,audible,low_frequency_dominant,5114.0000,0.7653,0.2223,0.0125,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg007_start021.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1135,23.3995,99.1034,audible,low_frequency_dominant,5131.5000,0.7577,0.2331,0.0093,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg008_start024.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1168,23.6691,99.1284,audible,low_frequency_dominant,5113.5000,0.7537,0.2378,0.0086,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg009_start027.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1170,23.0601,103.3063,audible,low_frequency_dominant,5124.5000,0.7686,0.2171,0.0142,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967459,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967459_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967459_seg010_start030.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1141,23.6823,102.0673,audible,low_frequency_dominant,5192.5000,0.7058,0.2809,0.0133,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg000_start000.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.6313,0.0558,27.9555,79.8858,ultrasonic,high_frequency_dominant,9826.0000,0.0066,0.3495,0.6439,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg001_start003.000s.png,review,unreviewed,,,human_review,ambiguous,0.4559,0.0360,25.6768,77.3864,ultrasonic,high_frequency_dominant,15161.0000,0.0672,0.2286,0.7042,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg002_start006.000s.png,review,unreviewed,,,human_review,ambiguous,0.4426,0.0344,25.6363,77.3447,ultrasonic,high_frequency_dominant,17000.0000,0.0672,0.2285,0.7043,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.6539,0.0586,27.9398,80.0630,ultrasonic,high_frequency_dominant,11615.5000,0.0085,0.4025,0.5889,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg004_start012.000s.png,review,unreviewed,,,human_review,ambiguous,0.4451,0.0353,24.8780,77.9698,ultrasonic,high_frequency_dominant,15672.0000,0.0748,0.2235,0.7017,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg005_start015.000s.png,review,unreviewed,,,human_review,ambiguous,0.4554,0.0366,24.8284,77.9581,ultrasonic,high_frequency_dominant,15000.0000,0.0719,0.2113,0.7169,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg006_start018.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.5327,0.0467,24.0912,82.6680,mixed,mixed_band,8978.0000,0.1155,0.5158,0.3687,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg007_start021.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.7229,0.0702,23.9738,87.0160,ultrasonic,high_frequency_dominant,11837.5000,0.0097,0.3430,0.6473,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968627,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968627_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968627_seg008_start024.000s.png,review,unreviewed,,,human_review,ambiguous,0.3088,0.0223,20.0544,87.1962,mixed,mixed_band,8894.0000,0.3278,0.3633,0.3089,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg000_start000.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.9663,0.0851,43.1875,84.4648,ultrasonic,high_frequency_dominant,19846.5000,0.0004,0.0369,0.9627,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg001_start003.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1052,40.9599,76.1566,ultrasonic,high_frequency_dominant,20939.0000,0.0011,0.0860,0.9129,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg002_start006.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1067,40.7941,68.5189,ultrasonic,high_frequency_dominant,19723.5000,0.0004,0.0856,0.9140,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1076,39.8721,68.4433,ultrasonic,high_frequency_dominant,13126.0000,0.0003,0.0830,0.9167,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg004_start012.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1292,46.7660,79.9873,ultrasonic,high_frequency_dominant,12839.0000,0.0001,0.1461,0.8538,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg005_start015.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1149,41.7974,69.1150,ultrasonic,high_frequency_dominant,19716.5000,0.0003,0.0596,0.9402,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg006_start018.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1363,43.5486,74.1436,ultrasonic,high_frequency_dominant,18918.0000,0.0003,0.0538,0.9459,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg007_start021.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1209,42.1407,70.2282,ultrasonic,high_frequency_dominant,12639.0000,0.0001,0.0754,0.9246,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg008_start024.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1357,44.0261,73.3431,ultrasonic,high_frequency_dominant,12684.5000,0.0005,0.0973,0.9022,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg009_start027.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1263,45.1695,78.6512,ultrasonic,high_frequency_dominant,18396.5000,0.0001,0.0377,0.9622,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg010_start030.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1352,41.8505,70.9848,ultrasonic,high_frequency_dominant,15273.0000,0.0008,0.0897,0.9094,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,11,33.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg011_start033.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg011_start033.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1302,45.6275,75.7267,ultrasonic,high_frequency_dominant,13396.0000,0.0003,0.0811,0.9186,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,12,36.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg012_start036.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg012_start036.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1520,44.7260,73.2035,ultrasonic,high_frequency_dominant,17744.0000,0.0002,0.1185,0.8813,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,13,39.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg013_start039.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg013_start039.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1096,40.7924,68.8010,ultrasonic,high_frequency_dominant,18317.0000,0.0004,0.1014,0.8982,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,14,42.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg014_start042.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg014_start042.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1370,44.8585,74.5990,ultrasonic,high_frequency_dominant,17724.0000,0.0003,0.0423,0.9575,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
Pholidoptera griseoaptera,968607,15,45.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/pholidoptera-griseoaptera/XC968607_seg015_start045.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/pholidoptera-griseoaptera/XC968607_seg015_start045.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1203,43.4546,72.3656,ultrasonic,high_frequency_dominant,21649.0000,0.0003,0.0651,0.9346,13261.0000,13944.2661,7048.5000,21649.0000,62,audible_list_keep,28000.0
